tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,winner_rank,winner_rank_points,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,loser_rank,loser_rank_points,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,sets_num,tourney_month_name,tourney_month_num
2015-1536,Madrid Masters,Clay,56,M,2015-05-03,29,104745,3,D,Rafael Nadal,L,185,ESP,28.9,4.0,5390,105449,0,D,Steve Johnson,R,188,USA,25.0,54.0,880,6-4 6-3,3,R32,74.0,0,0,46,38,31,5,9,0,0,4,2,54,38,28,6,10,2,5,2,May,5
2015-1536,Madrid Masters,Clay,56,M,2015-05-03,30,104620,0,D,Simone Bolelli,R,183,ITA,29.6,63.0,791,104563,0,Q,Luca Vanni,U,188,ITA,30.0,117.0,477,4-6 6-3 6-2,3,R32,101.0,1,1,70,48,40,16,14,3,4,7,3,75,41,31,16,13,2,5,3,May,5
2015-1536,Madrid Masters,Clay,56,M,2015-05-03,31,105777,10,D,Grigor Dimitrov,R,188,BUL,24.0,11.0,2985,104926,0,D,Fabio Fognini,R,178,ITA,28.0,31.0,1180,3-6 6-2 7-5,3,R32,125.0,2,1,91,67,44,12,14,11,14,5,0,90,47,28,24,15,5,10,3,May,5
2015-1536,Madrid Masters,Clay,56,M,2015-05-03,32,104527,8,D,Stanislas Wawrinka,R,183,SUI,30.1,9.0,3495,105311,0,LL,Joao Sousa,R,188,POR,26.0,56.0,852,7-6(1) 7-5,3,R32,93.0,2,1,76,42,37,17,12,2,3,2,2,79,47,36,11,12,3,5,2,May,5
2015-1536,Madrid Masters,Clay,56,M,2015-05-03,33,103970,7,D,David Ferrer,R,175,ESP,33.1,8.0,4490,105077,0,Q,Albert Ramos,L,188,ESP,27.0,65.0,730,6-4 6-0,3,R32,79.0,1,2,46,29,22,9,8,0,1,1,3,59,43,23,4,8,8,13,2,May,5
2015-1536,Madrid Masters,Clay,56,M,2015-05-03,34,104269,0,D,Fernando Verdasco,L,188,ESP,31.5,38.0,1100,105227,9,D,Marin Cilic,R,198,CRO,27.0,10.0,3405,6-7(5) 7-6(5) 6-3,3,R32,147.0,5,4,103,72,52,17,16,2,5,8,4,111,63,46,25,17,2,7,3,May,5
2015-1536,Madrid Masters,Clay,56,M,2015-05-03,35,105138,14,D,Roberto Bautista Agut,R,188,ESP,27.1,16.0,1985,105023,0,D,Sam Querrey,R,198,USA,28.0,39.0,1100,7-5 6-4,3,R32,73.0,1,0,53,39,34,9,11,2,3,9,1,68,46,27,13,11,3,6,2,May,5
2015-1536,Madrid Masters,Clay,56,M,2015-05-03,36,105453,4,D,Kei Nishikori,R,178,JPN,25.3,5.0,5280,105676,0,D,David Goffin,R,163,BEL,24.0,21.0,1705,6-2 4-6 6-4,3,R32,114.0,1,1,78,54,40,12,14,2,4,6,2,89,48,34,19,14,3,7,3,May,5
2015-1536,Madrid Masters,Clay,56,M,2015-05-03,37,105683,5,D,Milos Raonic,R,196,CAN,24.4,6.0,5070,104338,0,D,Juan Monaco,R,185,ARG,31.0,34.0,1135,6-3 6-4,3,R32,68.0,9,0,50,32,27,13,10,0,0,2,2,54,42,29,5,9,2,4,2,May,5
2015-1536,Madrid Masters,Clay,56,M,2015-05-03,38,104919,0,D,Leonardo Mayer,R,188,ARG,28.0,27.0,1352,103852,11,D,Feliciano Lopez,L,188,ESP,34.0,12.0,2380,7-6(3) 7-6(6),3,R32,118.0,8,3,88,54,41,24,12,2,2,15,2,84,48,38,20,12,2,2,2,May,5
2015-1536,Madrid Masters,Clay,56,M,2015-05-03,39,104719,0,WC,Marcel Granollers,R,190,ESP,29.1,62.0,800,104792,13,D,Gael Monfils,R,193,FRA,29.0,15.0,2020,7-6(6) 6-7(7) 6-4,3,R32,200.0,6,3,132,85,62,23,17,9,11,5,7,144,104,70,17,17,14,17,3,May,5
2015-1536,Madrid Masters,Clay,56,M,2015-05-03,40,104918,2,D,Andy Murray,R,190,GBR,28.0,3.0,6220,104259,0,D,Philipp Kohlschreiber,R,178,GER,32.0,24.0,1500,6-4 3-6 6-0,3,R32,108.0,4,3,73,44,33,13,12,4,7,4,2,76,51,30,9,13,5,11,3,May,5
2015-1536,Madrid Masters,Clay,56,M,2015-05-03,41,104545,16,D,John Isner,R,206,USA,30.0,18.0,1765,106401,0,D,Nick Kyrgios,R,188,AUS,20.0,35.0,1130,6-3 6-7(7) 6-4,3,R16,105.0,20,2,84,62,54,16,16,0,0,10,2,98,64,51,16,15,2,4,3,May,5
2015-1536,Madrid Masters,Clay,56,M,2015-05-03,42,104607,6,D,Tomas Berdych,R,196,CZE,29.6,7.0,4960,104542,12,D,Jo Wilfried Tsonga,R,188,FRA,30.0,14.0,2045,7-5 6-2,3,R16,89.0,3,1,60,28,23,19,10,3,4,3,2,54,35,22,9,10,1,5,2,May,5
2015-1536,Madrid Masters,Clay,56,M,2015-05-03,43,104745,3,D,Rafael Nadal,L,185,ESP,28.9,4.0,5390,104620,0,D,Simone Bolelli,R,183,ITA,30.0,63.0,791,6-2 6-2,3,R16,73.0,2,2,48,34,26,9,8,2,2,0,2,44,23,12,11,8,1,5,2,May,5
2015-1536,Madrid Masters,Clay,56,M,2015-05-03,44,105777,10,D,Grigor Dimitrov,R,188,BUL,24.0,11.0,2985,104527,8,D,Stanislas Wawrinka,R,183,SUI,30.0,9.0,3495,7-6(5) 3-6 6-3,3,R16,119.0,4,2,102,75,59,9,15,10,12,7,2,83,50,43,18,15,3,5,3,May,5
2015-1536,Madrid Masters,Clay,56,M,2015-05-03,45,103970,7,D,David Ferrer,R,175,ESP,33.1,8.0,4490,104269,0,D,Fernando Verdasco,L,188,ESP,31.0,38.0,1100,5-7 6-3 6-4,3,R16,147.0,5,0,110,65,45,24,16,6,8,5,7,101,72,51,11,15,5,8,3,May,5
2015-1536,Madrid Masters,Clay,56,M,2015-05-03,46,105453,4,D,Kei Nishikori,R,178,JPN,25.3,5.0,5280,105138,14,D,Roberto Bautista Agut,R,188,ESP,27.0,16.0,1985,6-3 6-3,3,R16,72.0,1,2,54,30,26,13,9,2,2,4,2,51,33,20,10,9,1,4,2,May,5
2015-1536,Madrid Masters,Clay,56,M,2015-05-03,47,105683,5,D,Milos Raonic,R,196,CAN,24.4,6.0,5070,104919,0,D,Leonardo Mayer,R,188,ARG,28.0,27.0,1352,6-4 6-3,3,R16,78.0,11,1,61,39,32,13,10,3,3,3,2,46,26,20,12,9,2,4,2,May,5
2015-1536,Madrid Masters,Clay,56,M,2015-05-03,48,104918,2,D,Andy Murray,R,190,GBR,28.0,3.0,6220,104719,0,WC,Marcel Granollers,R,190,ESP,29.0,62.0,800,6-2 6-0,3,R16,65.0,1,3,46,34,27,6,7,1,1,1,0,36,21,10,3,7,1,6,2,May,5
2015-1536,Madrid Masters,Clay,56,M,2015-05-03,49,104607,6,D,Tomas Berdych,R,196,CZE,29.6,7.0,4960,104545,16,D,John Isner,R,206,USA,30.0,18.0,1765,3-6 7-6(7) 7-6(1),3,QF,130.0,11,1,91,50,43,29,16,0,1,29,0,104,80,63,13,17,4,4,3,May,5
2015-1536,Madrid Masters,Clay,56,M,2015-05-03,50,104745,3,D,Rafael Nadal,L,185,ESP,28.9,4.0,5390,105777,10,D,Grigor Dimitrov,R,188,BUL,24.0,11.0,2985,6-3 6-4,3,QF,108.0,4,1,55,38,24,10,9,3,5,4,4,83,53,29,12,10,10,15,2,May,5
2015-1536,Madrid Masters,Clay,56,M,2015-05-03,51,105453,4,D,Kei Nishikori,R,178,JPN,25.3,5.0,5280,103970,7,D,David Ferrer,R,175,ESP,33.0,8.0,4490,6-4 6-2,3,QF,73.0,3,1,51,30,23,9,9,3,5,1,4,49,32,16,8,9,1,6,2,May,5
2015-1536,Madrid Masters,Clay,56,M,2015-05-03,52,104918,2,D,Andy Murray,R,190,GBR,28.0,3.0,6220,105683,5,D,Milos Raonic,R,196,CAN,24.0,6.0,5070,6-4 7-5,3,QF,101.0,2,0,68,51,40,9,11,5,5,8,4,66,39,32,11,11,4,6,2,May,5
2015-1536,Madrid Masters,Clay,56,M,2015-05-03,53,104745,3,D,Rafael Nadal,L,185,ESP,28.9,4.0,5390,104607,6,D,Tomas Berdych,R,196,CZE,30.0,7.0,4960,7-6(3) 6-1,3,SF,104.0,2,0,55,37,32,13,10,0,0,8,5,73,33,23,21,9,7,9,2,May,5
2015-1536,Madrid Masters,Clay,56,M,2015-05-03,54,104918,2,D,Andy Murray,R,190,GBR,28.0,3.0,6220,105453,4,D,Kei Nishikori,R,178,JPN,25.0,5.0,5280,6-3 6-4,3,SF,98.0,4,2,58,34,27,13,9,2,3,1,1,71,46,27,11,10,4,8,2,May,5
2015-1536,Madrid Masters,Clay,56,M,2015-05-03,55,104918,2,D,Andy Murray,R,190,GBR,28.0,3.0,6220,104745,3,D,Rafael Nadal,L,185,ESP,29.0,4.0,5390,6-3 6-2,3,F,89.0,3,1,52,31,21,17,9,3,3,1,1,47,34,23,6,8,3,6,2,May,5
2015-416,Rome Masters,Clay,56,M,2015-05-10,1,104597,0,D,Nicolas Almagro,R,183,ESP,29.7,36.0,290,104563,0,WC,Luca Vanni,U,188,ITA,30.0,100.0,529,6-4 6-3,3,R64,78.0,7,0,55,33,29,13,10,3,3,5,2,65,34,27,12,9,5,7,2,May,5
2015-416,Rome Masters,Clay,56,M,2015-05-10,2,105064,0,Q,Thomaz Bellucci,L,188,BRA,27.4,68.0,714,106043,0,Q,Diego Sebastian Schwartzman,R,188,ARG,23.0,62.0,765,6-4 4-3 RET,3,R64,88.0,3,4,60,33,22,13,8,4,6,0,2,57,39,22,9,9,2,6,2,May,5
2015-416,Rome Masters,Clay,56,M,2015-05-10,3,105138,14,D,Roberto Bautista Agut,R,188,ESP,27.1,19.0,1715,104719,0,D,Marcel Granollers,R,190,ESP,29.0,54.0,880,6-1 6-3,3,R64,76.0,3,1,51,35,29,7,8,4,4,1,0,53,33,18,9,8,2,6,2,May,5
2015-416,Rome Masters,Clay,56,M,2015-05-10,4,103852,11,D,Feliciano Lopez,L,188,ESP,33.6,13.0,2245,106401,0,D,Nick Kyrgios,R,188,AUS,20.0,30.0,1220,6-4 7-6(4),3,R64,82.0,13,3,66,46,34,12,11,0,1,9,6,80,45,32,19,11,3,5,2,May,5
2015-416,Rome Masters,Clay,56,M,2015-05-10,5,104678,0,D,Viktor Troicki,R,193,SRB,29.2,34.0,1147,106071,0,D,Bernard Tomic,R,193,AUS,23.0,27.0,1355,7-6(3) 6-7(4) 7-6(4),3,R64,166.0,12,0,105,68,56,21,18,1,4,5,5,155,95,61,34,18,12,15,3,May,5
2015-416,Rome Masters,Clay,56,M,2015-05-10,6,106210,0,D,Jiri Vesely,L,188,CZE,21.8,40.0,1100,105208,0,D,Ernests Gulbis,R,190,LAT,27.0,22.0,1560,7-6(4) 2-6 6-3,3,R64,148.0,9,7,110,59,47,22,15,5,8,9,6,86,52,39,18,14,3,5,3,May,5
2015-416,Rome Masters,Clay,56,M,2015-05-10,7,104871,0,D,Jeremy Chardy,R,188,FRA,28.2,38.0,1120,104586,0,D,Lukas Rosol,R,196,CZE,30.0,42.0,1070,7-6(0) 6-4,3,R64,97.0,10,0,60,40,31,17,11,1,1,4,5,95,51,33,23,11,11,12,2,May,5
2015-416,Rome Masters,Clay,56,M,2015-05-10,8,105676,0,D,David Goffin,R,163,BEL,24.4,20.0,1705,105063,0,Q,Andrea Arnaboldi,L,188,ITA,27.0,60.0,226,5-7 6-2 6-1,3,R64,123.0,6,4,65,39,33,13,13,0,2,5,2,110,62,35,21,14,16,22,3,May,5
2015-416,Rome Masters,Clay,56,M,2015-05-10,9,104542,13,D,Jo Wilfried Tsonga,R,188,FRA,30.1,14.0,2090,105023,0,D,Sam Querrey,R,198,USA,28.0,37.0,1125,7-6(6) 6-0,3,R64,85.0,7,2,59,38,25,11,9,0,2,5,2,67,32,23,11,9,4,9,2,May,5
2015-416,Rome Masters,Clay,56,M,2015-05-10,10,104198,0,D,Guillermo Garcia Lopez,R,188,ESP,31.9,28.0,1290,105227,9,D,Marin Cilic,R,198,CRO,27.0,10.0,3360,6-4 6-3,3,R64,105.0,9,2,63,43,34,10,9,5,5,7,7,93,59,40,12,10,11,14,2,May,5
2015-416,Rome Masters,Clay,56,M,2015-05-10,11,105238,0,Q,Alexandr Dolgopolov,R,180,UKR,26.5,80.0,645,105373,0,D,Martin Klizan,L,190,SVK,26.0,32.0,1180,6-4 6-1,3,R64,74.0,4,0,37,22,18,11,8,1,2,1,9,74,33,22,13,9,6,11,2,May,5
2015-416,Rome Masters,Clay,56,M,2015-05-10,12,104755,0,D,Richard Gasquet,R,185,FRA,28.9,21.0,1580,105341,0,Q,Thomas Fabbiano,U,188,ITA,26.0,60.0,240,6-1 7-6(0),3,R64,87.0,4,0,57,32,26,18,10,0,1,2,2,63,37,24,10,9,4,7,2,May,5
2015-416,Rome Masters,Clay,56,M,2015-05-10,13,104338,0,D,Juan Monaco,R,185,ARG,31.1,36.0,1135,105583,0,Q,Dusan Lajovic,R,180,SRB,25.0,75.0,666,6-3 6-7(5) 6-2,3,R64,140.0,1,0,109,79,51,21,15,6,8,0,0,90,60,40,15,14,5,10,3,May,5
2015-416,Rome Masters,Clay,56,M,2015-05-10,14,106233,0,D,Dominic Thiem,R,188,AUT,21.7,49.0,915,104620,0,D,Simone Bolelli,R,183,ITA,30.0,57.0,861,7-6(4) 7-6(5),3,R64,120.0,8,3,92,50,38,23,12,6,7,2,1,79,56,42,13,12,3,4,2,May,5
2015-416,Rome Masters,Clay,56,M,2015-05-10,15,104468,12,D,Gilles Simon,R,183,FRA,30.4,12.0,2255,106058,0,D,Jack Sock,R,185,USA,23.0,33.0,1147,4-6 7-6(2) 6-3,3,R64,141.0,9,3,94,51,34,27,16,2,6,10,5,101,55,37,23,15,5,9,3,May,5
2015-416,Rome Masters,Clay,56,M,2015-05-10,16,104545,16,D,John Isner,R,206,USA,30.0,17.0,1855,105311,0,D,Joao Sousa,R,188,POR,26.0,51.0,903,7-5 6-3,3,R64,71.0,13,1,61,45,35,10,11,1,1,2,3,50,23,17,18,10,0,2,2,May,5
2015-416,Rome Masters,Clay,56,M,2015-05-10,17,104919,0,D,Leonardo Mayer,R,188,ARG,28.0,25.0,1442,105943,0,WC,Federico Gaio,U,188,ITA,23.0,60.0,178,6-3 6-4,3,R64,72.0,6,2,51,33,26,12,10,2,3,2,4,50,32,23,7,9,0,3,2,May,5
2015-416,Rome Masters,Clay,56,M,2015-05-10,18,104947,0,Q,Marsel Ilhan,R,190,TUR,27.9,87.0,592,105173,0,D,Adrian Mannarino,L,183,FRA,27.0,29.0,1248,6-4 6-1,3,R64,79.0,3,1,58,38,26,14,8,6,6,2,3,64,33,23,10,9,3,7,2,May,5
2015-416,Rome Masters,Clay,56,M,2015-05-10,19,106390,0,WC,Matteo Donati,R,188,ITA,20.2,36.0,172,105053,0,D,Santiago Giraldo,R,188,COL,27.0,66.0,735,2-6 6-1 6-4,3,R64,117.0,6,2,84,50,34,17,13,4,7,2,0,82,55,35,13,12,5,9,3,May,5
2015-416,Rome Masters,Clay,56,M,2015-05-10,20,104926,0,D,Fabio Fognini,R,178,ITA,28.0,31.0,1215,105449,0,D,Steve Johnson,R,188,USA,25.0,50.0,905,7-6(0) 6-3,3,R64,102.0,4,2,70,47,39,13,11,2,2,4,1,82,57,34,14,10,3,4,2,May,5
2015-416,Rome Masters,Clay,56,M,2015-05-10,21,105777,10,D,Grigor Dimitrov,R,188,BUL,24.0,11.0,3075,105668,0,D,Jerzy Janowicz,R,203,POL,24.0,46.0,940,6-3 7-6(4),3,R64,92.0,5,4,62,38,32,16,11,0,0,5,3,77,48,36,12,10,5,6,2,May,5
2015-416,Rome Masters,Clay,56,M,2015-05-10,22,104731,15,D,Kevin Anderson,R,203,RSA,29.0,16.0,1925,104252,0,D,Florian Mayer,R,190,GER,32.0,60.0,53,7-6(3) 4-6 7-6(4),3,R64,174.0,18,4,119,74,53,25,17,8,11,6,1,123,87,58,20,17,4,6,3,May,5
2015-416,Rome Masters,Clay,56,M,2015-05-10,23,104259,0,D,Philipp Kohlschreiber,R,178,GER,31.6,23.0,1535,105385,0,D,Donald Young,L,183,USA,26.0,48.0,920,6-4 6-1,3,R64,69.0,5,0,41,24,22,10,8,0,0,1,5,69,36,23,14,9,8,12,2,May,5
2015-416,Rome Masters,Clay,56,M,2015-05-10,24,104655,0,D,Pablo Cuevas,R,180,URU,29.4,24.0,1502,103893,0,WC,Paolo Lorenzi,R,183,ITA,33.0,94.0,543,6-3 6-2,3,R64,77.0,5,0,43,32,26,10,9,0,0,2,1,66,32,19,17,8,5,8,2,May,5
2015-416,Rome Masters,Clay,56,M,2015-05-10,25,104925,1,D,Novak Djokovic,R,188,SRB,28.0,1.0,13845,104597,0,D,Nicolas Almagro,R,183,ESP,30.0,174.0,290,6-1 6-7(5) 6-3,3,R32,122.0,11,0,91,65,51,15,15,1,1,11,2,83,47,33,19,13,0,3,3,May,5
2015-416,Rome Masters,Clay,56,M,2015-05-10,26,105064,0,Q,Thomaz Bellucci,L,188,BRA,27.4,68.0,714,105138,14,D,Roberto Bautista Agut,R,188,ESP,27.0,19.0,1715,1-6 6-1 6-4,3,R32,98.0,6,0,71,40,31,17,12,3,5,2,1,66,39,24,19,12,2,5,3,May,5
2015-416,Rome Masters,Clay,56,M,2015-05-10,27,104678,0,D,Viktor Troicki,R,193,SRB,29.2,34.0,1147,103852,11,D,Feliciano Lopez,L,188,ESP,34.0,13.0,2245,6-7(2) 6-4 6-3,3,R32,135.0,16,0,103,71,52,19,16,6,7,11,3,107,57,41,25,15,3,6,3,May,5
2015-416,Rome Masters,Clay,56,M,2015-05-10,28,105453,5,D,Kei Nishikori,R,178,JPN,25.4,6.0,5040,106210,0,D,Jiri Vesely,L,188,CZE,22.0,40.0,1100,7-6(3) 7-5,3,R32,131.0,8,4,83,52,38,15,12,3,5,7,2,90,57,37,15,12,5,8,2,May,5
2015-416,Rome Masters,Clay,56,M,2015-05-10,29,104918,3,D,Andy Murray,R,190,GBR,28.0,3.0,7130,104871,0,D,Jeremy Chardy,R,188,FRA,28.0,38.0,1120,6-4 6-3,3,R32,85.0,6,0,50,36,28,9,9,2,2,1,2,54,40,28,6,10,2,5,2,May,5
2015-416,Rome Masters,Clay,56,M,2015-05-10,30,105676,0,D,David Goffin,R,163,BEL,24.4,20.0,1705,104542,13,D,Jo Wilfried Tsonga,R,188,FRA,30.0,14.0,2090,6-2 4-6 7-5,3,R32,151.0,1,2,106,54,34,30,15,8,11,6,2,104,63,44,17,15,10,15,3,May,5
2015-416,Rome Masters,Clay,56,M,2015-05-10,31,104198,0,D,Guillermo Garcia Lopez,R,188,ESP,31.9,28.0,1290,105238,0,Q,Alexandr Dolgopolov,R,180,UKR,27.0,80.0,645,6-4 6-3,3,R32,95.0,4,4,63,31,24,13,9,2,4,3,6,94,52,29,19,10,10,15,2,May,5
2015-416,Rome Masters,Clay,56,M,2015-05-10,32,103970,7,D,David Ferrer,R,175,ESP,33.1,8.0,4310,104755,0,D,Richard Gasquet,R,185,FRA,29.0,21.0,1580,6-4 7-5,3,R32,90.0,1,0,63,37,27,17,11,2,3,2,0,62,40,25,13,11,5,8,2,May,5
2015-416,Rome Masters,Clay,56,M,2015-05-10,33,104527,8,D,Stanislas Wawrinka,R,183,SUI,30.1,9.0,3575,104338,0,D,Juan Monaco,R,185,ARG,31.0,36.0,1135,4-6 6-3 6-2,3,R32,133.0,7,1,102,56,40,18,14,8,12,1,2,81,56,30,11,13,4,10,3,May,5
2015-416,Rome Masters,Clay,56,M,2015-05-10,34,106233,0,D,Dominic Thiem,R,188,AUT,21.7,49.0,915,104468,12,D,Gilles Simon,R,183,FRA,30.0,12.0,2255,7-6(5) 2-0 RET,3,R32,85.0,3,2,43,19,13,13,7,1,3,2,2,58,27,16,13,7,3,6,2,May,5
2015-416,Rome Masters,Clay,56,M,2015-05-10,35,104545,16,D,John Isner,R,206,USA,30.0,17.0,1855,104919,0,D,Leonardo Mayer,R,188,ARG,28.0,25.0,1442,7-6(6) 6-4,3,R32,94.0,11,2,62,41,35,16,11,0,0,4,2,72,49,40,13,11,3,4,2,May,5
2015-416,Rome Masters,Clay,56,M,2015-05-10,36,104745,4,D,Rafael Nadal,L,185,ESP,28.9,7.0,4990,104947,0,Q,Marsel Ilhan,R,190,TUR,28.0,87.0,592,6-2 6-0,3,R32,75.0,2,1,42,26,24,6,7,2,2,4,1,55,29,13,11,7,6,11,2,May,5
2015-416,Rome Masters,Clay,56,M,2015-05-10,37,104607,6,D,Tomas Berdych,R,196,CZE,29.6,5.0,5140,106390,0,WC,Matteo Donati,R,188,ITA,20.0,60.0,172,6-2 6-4,3,R32,75.0,4,1,52,28,24,14,9,0,0,8,1,61,40,29,6,9,6,9,2,May,5
2015-416,Rome Masters,Clay,56,M,2015-05-10,38,104926,0,D,Fabio Fognini,R,178,ITA,28.0,31.0,1215,105777,10,D,Grigor Dimitrov,R,188,BUL,24.0,11.0,3075,7-6(9) 4-6 6-0,3,R32,138.0,5,4,100,64,44,20,14,7,10,3,1,95,64,46,11,14,5,10,3,May,5
2015-416,Rome Masters,Clay,56,M,2015-05-10,39,104731,15,D,Kevin Anderson,R,203,RSA,29.0,16.0,1925,104259,0,D,Philipp Kohlschreiber,R,178,GER,32.0,23.0,1535,3-0 RET,3,R32,97.0,4,1,15,8,8,2,2,0,0,0,0,6,5,2,0,1,0,1,1,May,5
2015-416,Rome Masters,Clay,56,M,2015-05-10,40,103819,2,D,Roger Federer,R,185,SUI,33.8,2.0,8645,104655,0,D,Pablo Cuevas,R,180,URU,29.0,24.0,1502,7-6(3) 6-4,3,R32,81.0,8,0,59,36,33,15,11,0,0,5,0,71,39,26,22,11,3,4,2,May,5
2015-416,Rome Masters,Clay,56,M,2015-05-10,41,104925,1,D,Novak Djokovic,R,188,SRB,28.0,1.0,13845,105064,0,Q,Thomaz Bellucci,L,188,BRA,27.0,68.0,714,5-7 6-2 6-3,3,R16,120.0,2,0,73,51,42,12,15,0,2,6,3,94,60,39,17,14,8,12,3,May,5
2015-416,Rome Masters,Clay,56,M,2015-05-10,42,105453,5,D,Kei Nishikori,R,178,JPN,25.4,6.0,5040,104678,0,D,Viktor Troicki,R,193,SRB,29.0,34.0,1147,6-4 6-3,3,R16,89.0,1,2,70,38,29,15,10,2,4,3,1,61,39,21,10,9,8,12,2,May,5
2015-416,Rome Masters,Clay,56,M,2015-05-10,43,105676,0,D,David Goffin,R,163,BEL,24.4,20.0,1705,104918,3,D,Andy Murray,R,190,GBR,28.0,3.0,7130,W/O,3,R16,40.0,6,2,73,45,35,16,12,3,4,4,3,77,46,31,14,12,4,8,1,May,5
2015-416,Rome Masters,Clay,56,M,2015-05-10,44,103970,7,D,David Ferrer,R,175,ESP,33.1,8.0,4310,104198,0,D,Guillermo Garcia Lopez,R,188,ESP,32.0,28.0,1290,6-1 6-3,3,R16,86.0,3,0,49,32,25,7,8,2,3,1,2,63,32,19,10,8,6,11,2,May,5
2015-416,Rome Masters,Clay,56,M,2015-05-10,45,104527,8,D,Stanislas Wawrinka,R,183,SUI,30.1,9.0,3575,106233,0,D,Dominic Thiem,R,188,AUT,22.0,49.0,915,7-6(3) 6-4,3,R16,98.0,9,3,61,32,30,18,11,1,1,5,1,75,40,27,20,11,1,2,2,May,5
2015-416,Rome Masters,Clay,56,M,2015-05-10,46,104745,4,D,Rafael Nadal,L,185,ESP,28.9,7.0,4990,104545,16,D,John Isner,R,206,USA,30.0,17.0,1855,6-4 6-4,3,R16,80.0,3,3,51,39,35,5,10,0,0,7,2,56,39,32,5,10,4,6,2,May,5
2015-416,Rome Masters,Clay,56,M,2015-05-10,47,104607,6,D,Tomas Berdych,R,196,CZE,29.6,5.0,5140,104926,0,D,Fabio Fognini,R,178,ITA,28.0,31.0,1215,6-3 3-6 7-6(2),3,R16,155.0,10,4,110,56,39,31,15,8,10,6,1,86,48,39,20,15,2,4,3,May,5
2015-416,Rome Masters,Clay,56,M,2015-05-10,48,103819,2,D,Roger Federer,R,185,SUI,33.8,2.0,8645,104731,15,D,Kevin Anderson,R,203,RSA,29.0,16.0,1925,6-3 7-5,3,R16,76.0,5,1,59,37,28,12,11,0,2,14,1,60,41,30,6,10,4,8,2,May,5
2015-416,Rome Masters,Clay,56,M,2015-05-10,49,104925,1,D,Novak Djokovic,R,188,SRB,28.0,1.0,13845,105453,5,D,Kei Nishikori,R,178,JPN,25.0,6.0,5040,6-3 3-6 6-1,3,QF,108.0,3,2,72,49,41,11,13,2,3,6,2,76,46,28,18,12,3,6,3,May,5
2015-416,Rome Masters,Clay,56,M,2015-05-10,50,103970,7,D,David Ferrer,R,175,ESP,33.1,8.0,4310,105676,0,D,David Goffin,R,163,BEL,24.0,20.0,1705,6-2 4-6 6-3,3,QF,129.0,6,3,75,46,33,16,14,2,5,2,3,102,62,41,15,13,12,17,3,May,5
2015-416,Rome Masters,Clay,56,M,2015-05-10,51,104527,8,D,Stanislas Wawrinka,R,183,SUI,30.1,9.0,3575,104745,4,D,Rafael Nadal,L,185,ESP,29.0,7.0,4990,7-6(7) 6-2,3,QF,126.0,1,2,82,47,30,20,10,7,9,1,0,74,52,35,8,10,3,7,2,May,5
2015-416,Rome Masters,Clay,56,M,2015-05-10,52,103819,2,D,Roger Federer,R,185,SUI,33.8,2.0,8645,104607,6,D,Tomas Berdych,R,196,CZE,30.0,5.0,5140,6-3 6-3,3,QF,67.0,2,0,48,29,25,10,9,3,4,3,2,46,32,19,7,9,1,5,2,May,5
2015-416,Rome Masters,Clay,56,M,2015-05-10,53,104925,1,D,Novak Djokovic,R,188,SRB,28.0,1.0,13845,103970,7,D,David Ferrer,R,175,ESP,33.0,8.0,4310,6-4 6-4,3,SF,95.0,4,0,73,49,33,16,10,3,3,1,1,51,37,29,5,10,3,5,2,May,5
2015-416,Rome Masters,Clay,56,M,2015-05-10,54,103819,2,D,Roger Federer,R,185,SUI,33.8,2.0,8645,104527,8,D,Stanislas Wawrinka,R,183,SUI,30.0,9.0,3575,6-4 6-2,3,SF,55.0,6,1,48,35,28,8,9,1,2,4,2,45,27,19,6,9,2,6,2,May,5
2015-416,Rome Masters,Clay,56,M,2015-05-10,55,104925,1,D,Novak Djokovic,R,188,SRB,28.0,1.0,13845,103819,2,D,Roger Federer,R,185,SUI,34.0,2.0,8645,6-4 6-3,3,F,76.0,5,1,53,38,32,10,10,1,1,7,1,62,39,30,8,9,3,5,2,May,5
2015-322,Geneva,Clay,28,A,2015-05-17,1,104586,0,Q,Lukas Rosol,R,196,CZE,29.8,40.0,1035,104229,0,D,Yen Hsun Lu,R,180,TPE,32.0,64.0,754,1-6 7-6(1) 7-5,3,R32,123.0,8,5,93,52,38,21,15,9,13,8,2,103,55,39,28,16,5,8,3,May,5
2015-322,Geneva,Clay,28,A,2015-05-17,2,105643,0,D,Federico Delbonis,L,190,ARG,24.6,74.0,687,104559,0,D,Teymuraz Gabashvili,R,188,RUS,30.0,76.0,677,6-3 6-4,3,R32,74.0,0,1,59,34,27,14,10,2,3,2,2,53,33,22,7,9,2,5,2,May,5
